Date, Open, High, Low, Close
03/17/23, 36.9500, 36.9500, 36.6500, 36.9500
03/16/23, 36.8500, 36.9500, 36.7500, 36.9500
03/15/23, 36.8500, 36.9500, 36.7500, 36.8500
03/14/23, 36.9500, 36.9500, 36.6500, 36.8500
03/13/23, 36.8500, 37.0500, 36.6500, 36.9500
03/10/23, 36.9500, 36.9500, 36.7500, 36.8500
03/09/23, 36.9500, 37.0500, 36.7500, 36.9500
03/08/23, 36.9500, 37.2500, 36.8500, 36.9500
03/07/23, 36.9500, 37.0500, 36.7500, 36.9500
03/06/23, 36.9500, 37.0500, 36.7500, 36.9500
03/03/23, 36.9500, 37.0500, 36.8500, 36.9500
03/02/23, 36.9500, 37.1500, 36.8500, 36.9500
03/01/23, 36.9500, 37.0500, 36.8500, 36.9500
02/28/23, 36.8500, 36.9500, 36.7500, 36.9500
02/27/23, 36.8500, 36.9500, 36.7500, 36.8500
02/24/23, 36.7500, 36.9500, 36.7500, 36.8500
02/23/23, 36.7500, 36.9500, 36.7500, 36.7500
02/22/23, 36.8500, 36.9500, 36.6500, 36.7500
02/21/23, 36.9500, 37.0500, 36.8500, 36.8500
02/20/23, 36.8500, 37.0500, 36.6500, 36.9500
02/17/23, 36.9500, 37.1500, 36.8500, 36.8500
02/16/23, 37.0500, 37.1500, 36.8500, 36.9500
02/15/23, 36.7500, 37.0500, 36.7500, 37.0500
02/14/23, 36.8500, 36.8500, 36.6500, 36.7500
02/13/23, 36.7500, 36.9500, 36.7500, 36.8500
02/10/23, 36.8500, 36.9500, 36.7500, 36.7500
02/09/23, 36.7500, 36.9500, 36.7500, 36.8500
02/08/23, 36.7500, 36.9500, 36.6500, 36.7500
02/07/23, 36.7500, 36.9500, 36.7500, 36.7500
02/06/23, 36.9500, 37.2500, 36.7500, 36.7500
02/03/23, 36.7500, 37.0500, 36.7500, 36.9500
02/02/23, 36.9500, 36.9500, 36.6500, 36.7500
02/01/23, 36.8500, 36.9500, 36.7500, 36.9500
01/31/23, 36.7500, 36.9500, 36.7500, 36.8500
01/30/23, 36.8500, 36.9500, 36.7500, 36.7500
01/27/23, 36.9500, 36.9500, 36.6500, 36.8500
01/26/23, 36.8500, 36.9500, 36.6500, 36.9500
01/25/23, 36.9500, 36.9500, 36.8500, 36.8500
01/24/23, 36.9500, 36.9500, 36.7500, 36.9500
01/23/23, 36.8500, 36.9500, 36.6500, 36.9500
01/20/23, 36.8500, 36.9500, 36.6500, 36.8500
01/19/23, 36.7500, 36.9500, 36.7500, 36.8500
01/18/23, 36.8500, 36.9500, 36.7500, 36.7500
01/17/23, 36.7500, 36.8500, 36.7500, 36.8500
01/16/23, 36.7500, 36.8500, 36.6500, 36.7500
01/13/23, 36.8500, 36.8500, 36.6500, 36.7500
01/12/23, 36.8500, 36.8500, 36.6500, 36.8500
01/11/23, 36.8500, 36.8500, 36.7500, 36.8500
01/10/23, 36.7500, 36.8500, 36.6500, 36.8500
01/09/23, 36.8500, 36.8500, 36.4500, 36.7500
01/06/23, 36.8500, 37.0500, 36.8500, 36.8500
01/05/23, 36.8500, 36.8500, 36.7500, 36.8500
01/04/23, 36.8500, 36.8500, 36.6500, 36.8500
01/03/23, 36.8500, 36.9500, 36.7500, 36.8500
01/02/23, 36.8500, 36.9500, 36.7500, 36.8500
12/30/22, 36.9500, 36.9500, 36.7500, 36.8500
12/29/22, 36.9500, 37.0500, 36.8500, 36.9500
12/28/22, 36.9500, 37.0500, 36.8500, 36.9500
12/27/22, 36.9500, 36.9500, 36.7500, 36.9500
12/26/22, 36.9500, 37.0500, 36.7500, 36.9500
12/23/22, 36.9500, 37.1500, 36.8500, 36.9500
12/22/22, 36.9500, 37.0500, 36.8500, 36.9500
12/21/22, 36.8500, 37.0500, 36.8500, 36.9500
12/20/22, 36.9500, 37.0500, 36.7500, 36.8500
12/19/22, 36.8500, 37.0500, 36.8500, 36.9500
12/16/22, 36.8500, 36.9500, 36.7500, 36.8500
12/15/22, 36.8500, 37.0500, 36.7500, 36.8500
12/14/22, 36.8500, 37.0500, 36.5500, 36.8500
12/13/22, 36.9500, 37.0500, 36.7500, 36.8500
12/12/22, 36.7500, 37.0500, 36.7500, 36.9500
12/09/22, 36.9500, 36.9500, 36.6500, 36.7500
12/08/22, 36.9500, 37.0500, 36.7500, 36.9500
12/07/22, 36.9500, 37.1500, 36.8500, 36.9500
12/06/22, 36.9500, 37.1500, 36.8500, 36.9500
12/05/22, 36.8500, 36.9500, 36.6500, 36.9500
12/02/22, 36.7500, 36.8500, 36.6500, 36.8500
12/01/22, 36.9500, 36.9500, 36.6500, 36.7500
11/30/22, 36.9500, 37.0500, 36.7500, 36.9500
11/29/22, 36.9500, 37.1500, 36.6500, 36.9500
11/28/22, 36.9500, 37.1500, 36.8500, 36.9500
11/25/22, 36.9500, 37.0500, 36.7500, 36.9500
11/24/22, 36.9500, 36.9500, 36.6500, 36.9500
11/23/22, 36.9500, 37.0500, 36.7500, 36.9500
11/22/22, 36.9500, 36.9500, 36.6500, 36.9500
11/21/22, 36.9500, 37.1500, 36.8500, 36.9500
11/18/22, 36.9500, 37.0500, 36.7500, 36.9500
11/17/22, 36.8500, 37.1500, 36.8500, 36.9500
11/16/22, 36.8500, 37.2500, 36.7500, 36.8500
11/15/22, 36.8500, 37.0500, 36.7500, 36.8500
11/14/22, 36.8500, 37.0500, 36.7500, 36.8500
11/11/22, 36.9500, 37.0500, 36.4500, 36.8500
11/10/22, 36.9500, 37.0500, 36.8500, 36.9500
11/09/22, 36.8500, 37.0500, 36.6500, 36.9500
11/08/22, 36.7500, 37.0500, 36.6500, 36.8500
11/07/22, 36.8500, 36.8500, 36.5500, 36.7500
11/04/22, 36.8500, 36.9500, 36.7500, 36.8500
11/03/22, 36.8500, 37.1500, 36.8500, 36.8500
11/02/22, 36.9500, 37.1500, 36.8500, 36.8500
11/01/22, 36.8500, 37.1500, 36.8500, 36.9500
10/31/22, 36.8500, 37.0500, 36.7500, 36.8500
10/28/22, 36.8500, 37.1500, 36.8500, 36.8500
10/27/22, 36.9500, 37.0500, 36.7500, 36.8500
10/26/22, 36.9500, 37.0500, 36.6500, 36.9500
10/25/22, 36.8500, 37.0500, 36.7500, 36.9500
10/24/22, 36.8500, 37.0500, 36.6500, 36.8500
10/21/22, 36.9500, 37.1500, 36.8500, 36.8500
10/20/22, 36.9500, 37.1500, 36.8500, 36.9500
10/19/22, 36.9500, 37.0500, 36.7500, 36.9500
10/18/22, 36.8500, 36.9500, 36.6500, 36.9500
10/17/22, 36.9500, 36.9500, 36.8500, 36.8500
10/14/22, 36.9500, 37.0500, 36.8500, 36.9500
10/13/22, 36.9500, 36.9500, 36.7500, 36.9500
10/12/22, 36.9500, 37.1500, 36.9500, 36.9500
10/11/22, 36.9500, 37.0500, 36.7500, 36.9500
10/10/22, 36.9500, 37.1500, 36.8500, 36.9500
10/07/22, 37.0500, 37.2500, 36.8500, 36.9500
10/06/22, 36.9500, 37.1500, 36.8500, 37.0500
10/05/22, 36.8500, 37.1500, 36.6500, 37.0500
10/04/22, 36.7500, 37.0500, 36.6500, 36.8500
10/03/22, 36.9500, 37.0500, 36.7500, 36.7500
09/30/22, 36.8500, 36.9500, 36.4500, 36.9500
09/29/22, 36.8500, 36.9500, 36.4500, 36.8500
09/28/22, 36.8500, 37.0500, 36.7500, 36.8500
09/27/22, 36.7500, 37.0500, 36.7500, 36.8500
09/26/22, 36.8500, 36.9500, 36.6500, 36.7500
09/23/22, 36.9500, 37.0500, 36.7500, 36.8500
09/22/22, 36.8500, 37.2500, 36.8500, 36.9500
09/21/22, 36.9500, 37.1500, 36.8500, 36.8500
09/20/22, 36.9500, 37.0500, 36.8500, 36.9500
09/19/22, 36.8500, 37.0500, 36.5500, 36.9500
09/16/22, 36.7500, 37.0500, 36.6500, 36.8500
09/15/22, 36.9500, 37.1500, 36.7500, 36.7500
09/14/22, 36.8500, 37.4500, 36.8500, 36.9500
09/13/22, 36.8500, 37.0500, 36.8500, 36.8500
09/12/22, 36.8500, 37.0500, 36.7500, 36.8500
09/09/22, 36.8500, 37.1500, 36.7500, 36.8500
09/08/22, 36.8500, 37.0500, 36.6500, 36.8500
09/07/22, 36.9500, 37.1500, 36.7500, 36.8500
09/06/22, 36.8500, 37.0500, 36.7500, 36.9500
09/05/22, 36.9500, 37.2500, 36.8500, 36.8500
09/02/22, 36.8500, 37.1500, 36.8500, 36.9500
09/01/22, 36.8500, 37.0500, 36.6500, 36.8500
08/31/22, 36.8500, 37.0500, 36.8500, 36.8500
08/30/22, 36.8500, 37.0500, 36.7500, 36.8500
08/29/22, 36.9500, 37.2500, 36.7500, 36.8500
08/26/22, 36.8500, 37.1500, 36.8500, 36.9500
08/25/22, 36.8500, 37.0500, 36.6500, 36.8500
08/24/22, 36.8500, 37.0500, 36.7500, 36.8500
08/23/22, 36.8500, 37.2500, 36.8500, 36.8500
08/22/22, 36.7500, 37.0500, 36.6500, 36.8500
08/19/22, 36.7500, 37.2500, 36.5500, 36.7500
08/18/22, 36.9500, 37.0500, 36.7500, 36.7500
08/17/22, 36.9500, 37.0500, 36.7500, 36.9500
08/16/22, 36.7500, 37.1500, 36.7500, 36.9500
08/15/22, 36.8500, 37.1500, 36.6500, 36.7500
08/12/22, 36.8500, 37.0500, 36.8500, 36.8500
08/11/22, 36.8500, 37.0500, 36.7500, 36.8500
08/10/22, 36.9500, 37.1500, 36.8500, 36.8500
08/09/22, 36.7500, 37.0500, 36.7500, 36.9500
08/08/22, 36.9500, 37.2500, 36.7500, 36.7500
08/05/22, 36.7500, 37.0500, 36.6500, 36.9500
08/04/22, 36.7500, 37.0500, 36.7500, 36.7500
08/03/22, 36.7500, 37.2500, 36.7500, 36.7500
08/02/22, 36.8500, 37.0500, 36.6500, 36.7500
08/01/22, 36.8500, 37.1500, 36.6500, 36.8500
07/29/22, 36.9500, 37.0500, 36.6500, 36.8500
07/28/22, 36.9500, 37.0500, 36.7500, 36.9500
07/27/22, 36.8500, 37.0500, 36.7500, 36.9500
07/26/22, 36.6500, 36.9500, 36.5500, 36.8500
07/25/22, 36.8500, 36.8500, 36.4500, 36.6500
07/22/22, 33.2500, 36.8500, 33.2500, 36.8500
07/21/22, 29.5500, 33.3500, 29.4500, 33.2500
07/20/22, 29.5500, 29.7500, 29.4500, 29.5500
07/19/22, 29.5500, 29.7500, 29.4500, 29.5500
07/18/22, 29.5500, 29.6500, 29.4500, 29.5500
07/15/22, 29.5500, 29.6500, 29.4500, 29.5500
07/14/22, 29.5500, 29.7500, 29.4500, 29.5500
07/13/22, 29.6500, 29.6500, 29.4500, 29.5500
07/12/22, 29.5500, 29.8500, 29.4500, 29.6500
07/11/22, 29.5500, 29.6500, 29.4500, 29.5500
07/08/22, 29.5500, 29.6500, 29.4500, 29.5500
07/07/22, 29.5500, 29.6500, 29.4500, 29.5500
07/06/22, 29.5500, 29.6500, 29.4500, 29.5500
07/05/22, 29.5500, 29.6500, 29.4500, 29.5500
07/04/22, 29.5500, 29.7500, 29.4500, 29.5500
07/01/22, 29.5500, 29.5500, 29.3500, 29.5500
06/30/22, 29.5500, 29.7500, 29.4500, 29.5500
06/29/22, 29.5500, 29.7500, 29.4500, 29.5500
06/28/22, 29.5500, 29.6500, 29.4500, 29.5500
06/27/22, 29.5500, 29.6500, 29.3500, 29.5500
06/24/22, 29.5500, 29.6500, 29.4500, 29.5500
06/23/22, 29.4500, 29.6500, 29.2500, 29.5500
06/22/22, 29.5500, 29.7500, 29.4500, 29.4500
06/21/22, 29.5500, 29.6500, 29.4500, 29.5500
06/20/22, 29.5500, 29.6500, 29.4500, 29.5500
06/17/22, 29.6500, 29.6500, 29.2500, 29.5500
06/16/22, 29.5500, 29.7500, 29.4500, 29.6500
06/15/22, 29.5500, 29.6500, 29.4500, 29.5500
06/14/22, 29.5500, 29.7500, 29.4500, 29.5500
06/13/22, 29.6500, 29.8500, 29.5500, 29.5500
06/10/22, 29.5500, 29.8500, 29.5500, 29.6500
06/09/22, 29.5500, 29.6500, 29.4500, 29.5500
06/08/22, 29.5500, 29.6500, 29.4500, 29.5500
06/07/22, 29.5500, 29.6500, 29.4500, 29.5500
06/06/22, 29.4500, 29.5500, 29.4500, 29.5500
06/03/22, 29.5500, 29.5500, 29.3500, 29.4500
06/02/22, 29.5500, 29.7500, 29.4500, 29.5500
06/01/22, 29.5500, 29.5500, 29.4500, 29.5500
05/31/22, 29.5500, 29.6500, 29.4500, 29.5500
05/30/22, 29.5500, 29.6500, 29.4500, 29.5500
05/27/22, 29.5500, 29.5500, 29.4500, 29.5500
05/26/22, 29.5500, 29.5500, 29.4500, 29.5500
05/25/22, 29.5500, 29.5500, 29.3500, 29.5500
05/24/22, 29.5500, 29.6500, 29.4500, 29.5500
05/23/22, 29.6500, 29.6500, 29.4500, 29.5500
05/20/22, 29.6500, 29.6500, 29.4500, 29.6500
05/19/22, 29.5500, 29.6500, 29.4500, 29.6500
05/18/22, 29.5500, 29.5500, 29.4500, 29.5500
05/17/22, 29.5500, 29.6500, 29.4500, 29.5500
05/16/22, 29.5500, 29.6500, 29.4500, 29.5500
05/13/22, 29.5500, 29.7500, 29.5500, 29.5500
05/12/22, 30.2500, 30.3500, 29.5500, 29.5500
05/11/22, 30.2500, 30.3500, 29.8500, 30.2500
05/10/22, 30.3500, 30.3500, 29.8500, 30.2500
05/09/22, 30.2500, 30.4500, 29.9500, 30.3500
05/06/22, 29.8500, 30.2500, 29.5500, 30.2500
05/05/22, 29.4500, 29.8500, 29.2500, 29.8500
05/04/22, 29.3500, 29.4500, 29.3500, 29.4500
05/03/22, 29.4500, 29.5500, 29.3500, 29.3500
05/02/22, 30.2500, 30.3500, 29.4500, 29.4500
04/29/22, 30.2500, 30.2500, 29.8500, 30.2500
04/28/22, 30.3500, 30.5500, 29.8500, 30.2500
04/27/22, 30.3500, 30.4500, 29.9500, 30.3500
04/26/22, 30.3500, 30.3500, 29.7500, 30.3500
04/25/22, 29.8500, 30.3500, 29.4500, 30.3500
04/22/22, 29.4500, 29.8500, 29.4500, 29.8500
04/21/22, 29.8500, 29.9500, 29.3500, 29.4500
04/20/22, 29.5500, 29.8500, 29.4500, 29.8500
04/19/22, 29.6500, 29.7500, 29.4500, 29.5500
04/18/22, 29.5500, 29.7500, 29.4500, 29.6500
04/15/22, 29.5500, 29.7500, 29.4500, 29.5500
04/14/22, 29.4500, 29.5500, 29.2500, 29.5500
04/13/22, 29.5500, 29.7500, 29.4500, 29.4500
04/12/22, 29.5500, 29.5500, 29.4500, 29.5500
04/11/22, 29.4500, 29.5500, 29.4500, 29.5500
04/08/22, 29.4500, 29.5500, 29.3500, 29.4500
04/07/22, 29.4500, 29.5500, 29.4500, 29.4500
04/06/22, 29.4500, 29.6500, 29.4500, 29.4500
04/05/22, 29.4500, 29.5500, 29.4500, 29.4500
04/04/22, 29.4500, 29.5500, 29.3500, 29.4500
04/01/22, 29.5500, 29.6500, 29.4500, 29.4500
03/31/22, 29.5500, 29.5500, 29.3500, 29.5500
03/30/22, 29.4500, 29.5500, 29.3500, 29.5500
03/29/22, 29.5500, 29.6500, 29.4500, 29.4500
03/28/22, 29.5500, 29.7500, 29.4500, 29.5500
03/25/22, 29.4500, 29.5500, 29.4500, 29.5500
03/24/22, 29.4500, 29.5500, 29.3500, 29.4500
03/23/22, 29.4500, 29.5500, 29.4500, 29.4500
03/22/22, 29.4500, 29.6500, 29.3500, 29.4500
03/21/22, 29.4500, 29.6500, 29.3500, 29.4500
03/18/22, 29.6500, 29.6500, 29.4500, 29.4500
03/17/22, 29.5500, 29.6500, 29.3500, 29.6500
03/16/22, 29.5500, 29.5500, 29.4500, 29.5500
03/15/22, 29.4500, 29.6500, 29.4500, 29.5500
03/14/22, 29.4500, 29.5500, 29.4500, 29.4500
03/11/22, 29.4500, 29.5500, 29.3500, 29.4500
03/10/22, 30.1500, 30.1500, 29.4500, 29.4500
03/09/22, 30.0500, 30.1500, 30.0500, 30.1500
03/08/22, 30.0500, 30.1500, 30.0500, 30.0500
03/07/22, 30.1500, 30.4500, 30.0500, 30.0500
03/04/22, 30.0500, 30.2500, 30.0500, 30.1500
03/03/22, 30.0500, 30.0500, 30.0500, 30.0500
03/02/22, 30.0500, 30.1500, 30.0500, 30.0500
03/01/22, 30.1500, 30.1500, 30.0500, 30.0500
02/28/22, 30.0500, 30.1500, 30.0500, 30.1500
