date,total_cases_poland,total_cases_ukraine,new_cases_poland,new_cases_ukraine
2022-01-03,4133851.0,3856359.0,6423.0,1954.0
2022-01-04,4145518.0,3858248.0,11667.0,1889.0
2022-01-05,4162715.0,3862959.0,17197.0,4711.0
2022-01-06,4179292.0,3869728.0,16577.0,6769.0
2022-01-07,4191193.0,3877032.0,11901.0,7304.0
2022-01-08,4202090.0,3880371.0,10897.0,3339.0
2022-01-09,4213197.0,3883316.0,11107.0,2945.0
2022-01-10,4220984.0,3885416.0,7787.0,2100.0
2022-01-11,4232386.0,3890974.0,11402.0,5558.0
2022-01-12,4248559.0,3898240.0,16173.0,7266.0
2022-01-13,4265433.0,3908469.0,16874.0,10229.0
2022-01-14,4281482.0,3919151.0,16049.0,10682.0
2022-01-15,4298375.0,3929950.0,16893.0,10799.0
2022-01-16,4313036.0,3936582.0,14661.0,6632.0
2022-01-17,4323482.0,3941923.0,10446.0,5341.0
2022-01-18,4343130.0,3950774.0,19648.0,8851.0
2022-01-19,4373718.0,3963917.0,30588.0,13143.0
2022-01-20,4406553.0,3982738.0,32835.0,18821.0
2022-01-21,4443217.0,4003280.0,36664.0,20542.0
2022-01-22,4484095.0,4026198.0,40878.0,22918.0
2022-01-23,4518218.0,4042152.0,34123.0,15954.0
2022-01-24,4547315.0,4055643.0,29097.0,13491.0
2022-01-25,4584360.0,4075351.0,37045.0,19708.0
2022-01-26,4637776.0,4100292.0,53416.0,24941.0
2022-01-27,4695435.0,4133396.0,57659.0,33104.0
2022-01-28,4752700.0,4168560.0,57265.0,35164.0
2022-01-29,4804390.0,4206731.0,51690.0,38171.0
2022-01-30,4852677.0,4232143.0,48287.0,25412.0
2022-01-31,4886154.0,4255206.0,33477.0,23063.0
2022-02-01,4925270.0,4287117.0,39116.0,31911.0
2022-02-02,4981321.0,4323009.0,56051.0,35892.0
2022-02-03,5035796.0,4363754.0,54475.0,40745.0
2022-02-04,5083332.0,4408776.0,47536.0,45022.0
2022-02-05,5129080.0,4452612.0,45748.0,43836.0
2022-02-06,5163780.0,4481918.0,34700.0,29306.0
2022-02-07,5188184.0,4506669.0,24404.0,24751.0
2022-02-08,5223507.0,4542568.0,35323.0,35899.0
2022-02-09,5270363.0,4582137.0,46856.0,39569.0
2022-02-10,5312450.0,4625614.0,42087.0,43477.0
2022-02-11,5348224.0,4668581.0,35774.0,42967.0
2022-02-12,5379551.0,4708604.0,31327.0,40023.0
2022-02-13,5401615.0,4735258.0,22064.0,26654.0
2022-02-14,5415088.0,4753922.0,13473.0,18664.0
2022-02-15,5437343.0,4785138.0,22255.0,31216.0
2022-02-16,5466198.0,4818112.0,28855.0,32974.0
2022-02-17,5495432.0,4853339.0,29234.0,35227.0
2022-02-18,5519411.0,4890332.0,23979.0,36993.0
2022-02-19,5540302.0,4923680.0,20891.0,33348.0
2022-02-20,5553989.0,4943428.0,13687.0,19748.0
2022-02-21,5563446.0,4959461.0,9457.0,16033.0
2022-02-22,5582217.0,4986161.0,18771.0,26700.0
2022-02-23,5602680.0,5012980.0,20463.0,26819.0
2022-02-24,5620946.0,5040518.0,18266.0,27538.0
2022-02-25,5637646.0,5040518.0,16700.0,0.0
2022-02-26,5651596.0,5040518.0,13950.0,0.0
2022-02-27,5660493.0,5040518.0,8897.0,0.0
2022-02-28,5667054.0,5040518.0,6561.0,0.0
2022-03-01,5680034.0,5040518.0,12980.0,0.0
2022-03-02,5694767.0,5040518.0,14733.0,0.0
2022-03-03,5708827.0,5040518.0,14060.0,0.0
2022-03-04,5721316.0,5040518.0,12489.0,0.0
2022-03-05,5734041.0,5040518.0,12725.0,0.0
